,0
OCCUPATION_TYPE_Drivers,0.002914584
PREV_AMT_ANNUITY_MAX,0.002908039
CC_AMT_RECEIVABLE_PRINCIPAL_MAX,0.0028572557
ORGANIZATION_TYPE_Police,0.002852634
PREV_CNT_PAYMENT_MEAN,0.0028232585
INSTAL_DAYS_ENTRY_PAYMENT_MEAN,0.0028203856
ORGANIZATION_TYPE_Transport__type_2,0.002781232
PREV_AMT_ANNUITY_MIN,0.0027795788
INSTAL_DAYS_ENTRY_PAYMENT_MAX,0.0027770146
WALLSMATERIAL_MODE_Wooden,0.0027598103
PREV_HOUR_APPR_PROCESS_START_MEAN,0.0027516691
PREV_PRODUCT_COMBINATION_POS_industry_with_interest_MEAN,0.0027378479
NONLIVINGAPARTMENTS_AVG,0.0027276196
REFUSED_HOUR_APPR_PROCESS_START_MIN,0.0027266059
NAME_FAMILY_STATUS_Separated,0.0027249495
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,0.0027107848
WEEKDAY_APPR_PROCESS_START_SATURDAY,0.0026732776
ORGANIZATION_TYPE_Construction,0.002652792
AMT_REQ_CREDIT_BUREAU_HOUR,0.0026363633
INSTAL_AMT_PAYMENT_MEAN,0.0026230868
NAME_TYPE_SUITE_Spouse__partner,0.0025970084
LIVINGAREA_MODE,0.0025647276
YEARS_BUILD_AVG,0.0025594144
POS_MONTHS_BALANCE_MEAN,0.0025389805
ORGANIZATION_TYPE_Trade__type_7,0.0025359902
CC_AMT_RECEIVABLE_PRINCIPAL_MIN,0.002528588
OCCUPATION_TYPE_Low_skill_Laborers,0.0025268951
YEARS_BUILD_MODE,0.0025121279
INSTAL_DPD_MAX,0.0025054694
ORGANIZATION_TYPE_Trade__type_3,0.002483499
EXT_SOURCE_1,0.0024806063
OCCUPATION_TYPE_Medicine_staff,0.0024702772
ORGANIZATION_TYPE_Transport__type_4,0.0024556164
NAME_TYPE_SUITE_Other_B,0.0024548136
OCCUPATION_TYPE_Waiters_barmen_staff,0.0024440687
NAME_FAMILY_STATUS_Widow,0.0024242988
COMMONAREA_AVG,0.0024203637
PREV_DAYS_DECISION_MAX,0.0024143655
APPROVED_APP_CREDIT_PERC_MIN,0.0023936648
PREV_PRODUCT_COMBINATION_POS_household_with_interest_MEAN,0.0023620042
CC_CNT_INSTALMENT_MATURE_CUM_MAX,0.0023465806
AMT_REQ_CREDIT_BUREAU_WEEK,0.0023462954
FONDKAPREMONT_MODE_org_spec_account,0.002337163
OCCUPATION_TYPE_High_skill_tech_staff,0.002330509
NAME_INCOME_TYPE_State_servant,0.0023258156
ORGANIZATION_TYPE_Restaurant,0.0023216037
LANDAREA_AVG,0.0023127662
NAME_HOUSING_TYPE_Municipal_apartment,0.0023094178
REGION_RATING_CLIENT,0.002304848
YEARS_BEGINEXPLUATATION_AVG,0.0022850658
WALLSMATERIAL_MODE_Panel,0.0022841115
NONLIVINGAREA_MODE,0.0022776553
OCCUPATION_TYPE_Managers,0.002274461
LIVINGAREA_MEDI,0.0022599117
LANDAREA_MODE,0.0022574314
HOUSETYPE_MODE_block_of_flats,0.0022287488
CC_AMT_INST_MIN_REGULARITY_MEAN,0.0022286426
BASEMENTAREA_AVG,0.0022255823
LIVINGAPARTMENTS_AVG,0.002192444
ORGANIZATION_TYPE_Business_Entity_Type_1,0.0021859994
APARTMENTS_AVG,0.0021845654
ORGANIZATION_TYPE_Bank,0.0021482373
INSTAL_AMT_PAYMENT_MAX,0.0021178825
APPROVED_AMT_CREDIT_MIN,0.0020850329
COMMONAREA_MODE,0.0020842834
LIVINGAPARTMENTS_MEDI,0.0020820368
REG_REGION_NOT_WORK_REGION,0.0020784908
CC_AMT_DRAWINGS_POS_CURRENT_MIN,0.0020721662
LIVINGAPARTMENTS_MODE,0.0020664784
PAYMENT_RATE,0.0020566264
APARTMENTS_MODE,0.0020456952
INSTAL_DBD_MEAN,0.0020364064
NAME_HOUSING_TYPE_House___apartment,0.0020280138
OBS_60_CNT_SOCIAL_CIRCLE,0.0020172873
LIVINGAREA_AVG,0.002013484
PREV_NAME_PAYMENT_TYPE_Cash_through_the_bank_MEAN,0.00200141
APPROVED_AMT_ANNUITY_MIN,0.0019906957
OBS_30_CNT_SOCIAL_CIRCLE,0.0019795774
ELEVATORS_AVG,0.001973968
ENTRANCES_MEDI,0.0019735587
FLOORSMAX_AVG,0.0019673577
OCCUPATION_TYPE_Core_staff,0.001966405
DEF_60_CNT_SOCIAL_CIRCLE,0.0019579201
INSTAL_AMT_PAYMENT_MIN,0.0019473499
OWN_CAR_AGE,0.0019365823
FLAG_EMAIL,0.0019324762
LANDAREA_MEDI,0.001930449
INSTAL_AMT_INSTALMENT_MEAN,0.0019132247
FLOORSMIN_MEDI,0.0019117432
ORGANIZATION_TYPE_Realtor,0.0019076137
ENTRANCES_MODE,0.0019018415
NAME_INCOME_TYPE_Commercial_associate,0.0019002097
ORGANIZATION_TYPE_Government,0.0018883874
PREV_DAYS_DECISION_MIN,0.0018864915
FLOORSMAX_MEDI,0.0018790194
NAME_FAMILY_STATUS_Single___not_married,0.0018769995
ORGANIZATION_TYPE_Business_Entity_Type_3,0.0018744452
BASEMENTAREA_MODE,0.001872424
FLAG_DOCUMENT_6,0.0018608874
PREV_PRODUCT_COMBINATION_POS_mobile_with_interest_MEAN,0.0018539737
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,0.0018230693
BASEMENTAREA_MEDI,0.001818158
COMMONAREA_MEDI,0.0018136177
ORGANIZATION_TYPE_Self_employed,0.0018133582
ORGANIZATION_TYPE_Electricity,0.0018116311
DAYS_ID_PUBLISH,0.0018000638
PREV_AMT_CREDIT_MIN,0.0017790751
REG_CITY_NOT_LIVE_CITY,0.0017645024
YEARS_BEGINEXPLUATATION_MEDI,0.0017601656
FLAG_DOCUMENT_8,0.0017347494
AMT_REQ_CREDIT_BUREAU_MON,0.0017338909
NONLIVINGAPARTMENTS_MEDI,0.0017328355
NONLIVINGAREA_AVG,0.0017190705
FLAG_DOCUMENT_9,0.0017180218
PREV_APP_CREDIT_PERC_MIN,0.0016872744
ELEVATORS_MODE,0.0016832841
FLOORSMAX_MODE,0.0016715688
AMT_ANNUITY,0.0016714635
AMT_GOODS_PRICE,0.0016608514
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,0.0016595848
YEARS_BEGINEXPLUATATION_MODE,0.0016572729
CNT_FAM_MEMBERS,0.0016563083
DAYS_EMPLOYED,0.0016259521
REGION_RATING_CLIENT_W_CITY,0.0016069359
HOUR_APPR_PROCESS_START,0.001605505
DAYS_BIRTH,0.0016038371
WEEKDAY_APPR_PROCESS_START_THURSDAY,0.0015938292
AMT_REQ_CREDIT_BUREAU_QRT,0.0015932786
CC_MONTHS_BALANCE_MIN,0.0015926212
TOTALAREA_MODE,0.0015922966
ORGANIZATION_TYPE_Industry__type_4,0.0015877107
INCOME_CREDIT_PERC,0.0015741112
DAYS_REGISTRATION,0.001565607
APARTMENTS_MEDI,0.0015611977
NAME_TYPE_SUITE_Unaccompanied,0.0015503877
AMT_REQ_CREDIT_BUREAU_DAY,0.0015503741
NAME_TYPE_SUITE_Family,0.0015485333
YEARS_BUILD_MEDI,0.0015448174
ANNUITY_INCOME_PERC,0.0015308929
OCCUPATION_TYPE_Sales_staff,0.0015211124
NAME_HOUSING_TYPE_Rented_apartment,0.0015150512
AMT_CREDIT,0.0015001224
DAYS_LAST_PHONE_CHANGE,0.00149302
NAME_HOUSING_TYPE_With_parents,0.0014876683
WEEKDAY_APPR_PROCESS_START_FRIDAY,0.0014676618
ENTRANCES_AVG,0.0014618491
INSTAL_AMT_PAYMENT_SUM,0.0014359484
INCOME_PER_PERSON,0.0014292643
AMT_INCOME_TOTAL,0.0014256017
NAME_INCOME_TYPE_Working,0.0014109644
WEEKDAY_APPR_PROCESS_START_MONDAY,0.0014048836
AMT_REQ_CREDIT_BUREAU_YEAR,0.0014015987
DAYS_EMPLOYED_PERC,0.001398984
FLAG_DOCUMENT_3,0.001385133
WALLSMATERIAL_MODE_Stone__brick,0.0013824861
CC_AMT_RECEIVABLE_PRINCIPAL_SUM,0.0013719997
CODE_GENDER,0.0013664002
FLAG_PHONE,0.001365967
REGION_POPULATION_RELATIVE,0.0013582996
INSTAL_DPD_SUM,0.001331167
REG_CITY_NOT_WORK_CITY,0.0013269242
EMERGENCYSTATE_MODE_No,0.0013079712
FLAG_WORK_PHONE,0.0013061012
CC_AMT_BALANCE_SUM,0.0012726218
PREV_HOUR_APPR_PROCESS_START_MIN,0.0012639511
CNT_CHILDREN,0.0012607718
WEEKDAY_APPR_PROCESS_START_SUNDAY,0.0012519594
FLOORSMIN_MODE,0.001251564
NAME_FAMILY_STATUS_Married,0.0012430154
OCCUPATION_TYPE_Laborers,0.0012420693
NAME_FAMILY_STATUS_Civil_marriage,0.001220686
FONDKAPREMONT_MODE_reg_oper_account,0.0012083853
INSTAL_PAYMENT_PERC_VAR,0.001166111
NONLIVINGAREA_MEDI,0.001144803
LIVE_CITY_NOT_WORK_CITY,0.0011387357
CC_AMT_PAYMENT_CURRENT_MIN,0.0011181219
FLAG_OWN_REALTY,0.0010308593
FONDKAPREMONT_MODE_not_specified,0.0009624138
ORGANIZATION_TYPE_Housing,0.0009588261
PREV_NAME_PORTFOLIO_XNA_MEAN,0.0009438159
PREV_DAYS_DECISION_MEAN,0.000842567
CC_CNT_DRAWINGS_ATM_CURRENT_MIN,0.00082759577
ORGANIZATION_TYPE_Industry__type_6,0.00078306865
PREV_NAME_CONTRACT_TYPE_Consumer_loans_MEAN,0.00071276206
ELEVATORS_MEDI,0.000659117
FLAG_OWN_CAR,0.0006102221
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,0.00056008686
ORGANIZATION_TYPE_Transport__type_3,0.0005453617
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,0.0004577813
CC_AMT_PAYMENT_CURRENT_MEAN,0.00042673247
POS_NAME_CONTRACT_STATUS_Active_MEAN,0.0003382809
PREV_APP_CREDIT_PERC_MAX,0.00032992722
FLAG_EMP_PHONE,0.00031124084
PREV_NAME_GOODS_CATEGORY_Computers_MEAN,0.00024159052
PREV_AMT_GOODS_PRICE_MAX,0.00019013205
PREV_NAME_YIELD_GROUP_high_MEAN,0.00015314898
PREV_CHANNEL_TYPE_Stone_MEAN,0.00014735322
APPROVED_AMT_CREDIT_MEAN,0.00014600178
CC_AMT_PAYMENT_CURRENT_MAX,0.00012749858
CC_AMT_DRAWINGS_CURRENT_MAX,0.00012260162
PREV_NAME_TYPE_SUITE_Family_MEAN,2.3506864e-05
POS_NAME_CONTRACT_STATUS_Completed_MEAN,0.0
WALLSMATERIAL_MODE_Monolithic,0.0
ORGANIZATION_TYPE_University,0.0
ORGANIZATION_TYPE_XNA,0.0
POS_NAME_CONTRACT_STATUS_Approved_MEAN,0.0
POS_SK_DPD_MEAN,0.0
HOUSETYPE_MODE_terraced_house,0.0
WALLSMATERIAL_MODE_Mixed,0.0
EMERGENCYSTATE_MODE_Yes,0.0
BURO_DAYS_CREDIT_MEAN,0.0
POS_SK_DPD_DEF_MAX,0.0
POS_SK_DPD_DEF_MEAN,0.0
POS_COUNT,0.0
POS_NAME_CONTRACT_STATUS_nan_MEAN,0.0
POS_NAME_CONTRACT_STATUS_Signed_MEAN,0.0
POS_NAME_CONTRACT_STATUS_Returned_to_the_store_MEAN,0.0
POS_NAME_CONTRACT_STATUS_Demand_MEAN,0.0
BURO_DAYS_CREDIT_VAR,0.0
BURO_STATUS_X_MEAN_MEAN,0.0
POS_MONTHS_BALANCE_SIZE,0.0
ORGANIZATION_TYPE_Transport__type_1,0.0
OCCUPATION_TYPE_IT_staff,0.0
CC_AMT_BALANCE_MEAN,0.0
OCCUPATION_TYPE_Realty_agents,0.0
OCCUPATION_TYPE_Secretaries,0.0
CC_MONTHS_BALANCE_VAR,0.0
CC_MONTHS_BALANCE_SUM,0.0
CC_MONTHS_BALANCE_MEAN,0.0
ORGANIZATION_TYPE_Cleaning,0.0
ORGANIZATION_TYPE_Emergency,0.0
INSTAL_COUNT,0.0
ORGANIZATION_TYPE_Industry__type_10,0.0
ORGANIZATION_TYPE_Industry__type_13,0.0
ORGANIZATION_TYPE_Industry__type_5,0.0
ORGANIZATION_TYPE_Industry__type_8,0.0
ORGANIZATION_TYPE_Industry__type_9,0.0
ORGANIZATION_TYPE_Insurance,0.0
ORGANIZATION_TYPE_Mobile,0.0
ORGANIZATION_TYPE_Religion,0.0
ORGANIZATION_TYPE_Telecom,0.0
ORGANIZATION_TYPE_Trade__type_4,0.0
INSTAL_PAYMENT_DIFF_VAR,0.0
INSTAL_PAYMENT_DIFF_SUM,0.0
INSTAL_PAYMENT_DIFF_MEAN,0.0
ORGANIZATION_TYPE_Trade__type_5,0.0
ORGANIZATION_TYPE_Trade__type_6,0.0
POS_SK_DPD_MAX,0.0
BURO_DAYS_CREDIT_ENDDATE_MAX,0.0
BURO_DAYS_CREDIT_ENDDATE_MIN,0.0
APPROVED_AMT_GOODS_PRICE_MAX,0.0
APPROVED_CNT_PAYMENT_SUM,0.0
BURO_DAYS_CREDIT_UPDATE_MEAN,0.0
APPROVED_DAYS_DECISION_MEAN,0.0
BURO_CREDIT_DAY_OVERDUE_MAX,0.0
BURO_CREDIT_DAY_OVERDUE_MEAN,0.0
APPROVED_RATE_DOWN_PAYMENT_MEAN,0.0
APPROVED_RATE_DOWN_PAYMENT_MAX,0.0
APPROVED_RATE_DOWN_PAYMENT_MIN,0.0
APPROVED_HOUR_APPR_PROCESS_START_MEAN,0.0
APPROVED_HOUR_APPR_PROCESS_START_MAX,0.0
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,0.0
APPROVED_AMT_GOODS_PRICE_MEAN,0.0
BURO_AMT_CREDIT_SUM_MAX,0.0
REFUSED_AMT_ANNUITY_MAX,0.0
APPROVED_AMT_DOWN_PAYMENT_MEAN,0.0
APPROVED_AMT_DOWN_PAYMENT_MAX,0.0
APPROVED_AMT_DOWN_PAYMENT_MIN,0.0
APPROVED_APP_CREDIT_PERC_VAR,0.0
APPROVED_APP_CREDIT_PERC_MEAN,0.0
APPROVED_APP_CREDIT_PERC_MAX,0.0
BURO_AMT_CREDIT_SUM_MEAN,0.0
BURO_AMT_CREDIT_SUM_SUM,0.0
BURO_AMT_CREDIT_SUM_DEBT_MAX,0.0
APPROVED_AMT_APPLICATION_MEAN,0.0
BURO_AMT_CREDIT_SUM_DEBT_MEAN,0.0
BURO_AMT_CREDIT_SUM_DEBT_SUM,0.0
REFUSED_AMT_ANNUITY_MIN,0.0
REFUSED_AMT_ANNUITY_MEAN,0.0
OCCUPATION_TYPE_HR_staff,0.0
REFUSED_AMT_GOODS_PRICE_MAX,0.0
REFUSED_CNT_PAYMENT_SUM,0.0
REFUSED_CNT_PAYMENT_MEAN,0.0
REFUSED_DAYS_DECISION_MEAN,0.0
REFUSED_DAYS_DECISION_MAX,0.0
REFUSED_DAYS_DECISION_MIN,0.0
REFUSED_RATE_DOWN_PAYMENT_MEAN,0.0
REFUSED_RATE_DOWN_PAYMENT_MAX,0.0
REFUSED_RATE_DOWN_PAYMENT_MIN,0.0
REFUSED_HOUR_APPR_PROCESS_START_MEAN,0.0
REFUSED_HOUR_APPR_PROCESS_START_MAX,0.0
BURO_DAYS_CREDIT_ENDDATE_MEAN,0.0
REFUSED_AMT_GOODS_PRICE_MEAN,0.0
REFUSED_AMT_GOODS_PRICE_MIN,0.0
REFUSED_AMT_APPLICATION_MIN,0.0
REFUSED_AMT_DOWN_PAYMENT_MEAN,0.0
REFUSED_AMT_DOWN_PAYMENT_MAX,0.0
REFUSED_AMT_DOWN_PAYMENT_MIN,0.0
REFUSED_APP_CREDIT_PERC_VAR,0.0
REFUSED_APP_CREDIT_PERC_MEAN,0.0
REFUSED_APP_CREDIT_PERC_MAX,0.0
REFUSED_APP_CREDIT_PERC_MIN,0.0
REFUSED_AMT_CREDIT_MEAN,0.0
REFUSED_AMT_CREDIT_MAX,0.0
REFUSED_AMT_CREDIT_MIN,0.0
REFUSED_AMT_APPLICATION_MEAN,0.0
REFUSED_AMT_APPLICATION_MAX,0.0
CC_AMT_BALANCE_VAR,0.0
CC_AMT_DRAWINGS_ATM_CURRENT_MAX,0.0
NAME_EDUCATION_TYPE_Academic_degree,0.0
CC_NAME_CONTRACT_STATUS_Active_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Active_MIN,0.0
CC_SK_DPD_DEF_VAR,0.0
CC_SK_DPD_DEF_SUM,0.0
CC_SK_DPD_DEF_MEAN,0.0
CC_SK_DPD_DEF_MAX,0.0
CC_SK_DPD_DEF_MIN,0.0
CC_SK_DPD_VAR,0.0
CC_SK_DPD_SUM,0.0
CC_SK_DPD_MEAN,0.0
CC_SK_DPD_MAX,0.0
CC_SK_DPD_MIN,0.0
CC_CNT_INSTALMENT_MATURE_CUM_VAR,0.0
CC_CNT_INSTALMENT_MATURE_CUM_SUM,0.0
CC_CNT_INSTALMENT_MATURE_CUM_MEAN,0.0
FLAG_MOBIL,0.0
CC_CNT_DRAWINGS_POS_CURRENT_VAR,0.0
CC_CNT_DRAWINGS_POS_CURRENT_SUM,0.0
CC_CNT_DRAWINGS_POS_CURRENT_MEAN,0.0
CC_CNT_DRAWINGS_POS_CURRENT_MAX,0.0
CC_CNT_DRAWINGS_POS_CURRENT_MIN,0.0
CC_CNT_DRAWINGS_OTHER_CURRENT_VAR,0.0
CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,0.0
CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,0.0
CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,0.0
CC_CNT_DRAWINGS_OTHER_CURRENT_MIN,0.0
CC_NAME_CONTRACT_STATUS_Active_MAX,0.0
CC_NAME_CONTRACT_STATUS_Active_SUM,0.0
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Active_VAR,0.0
CC_NAME_CONTRACT_STATUS_nan_VAR,0.0
CC_NAME_CONTRACT_STATUS_nan_SUM,0.0
CC_NAME_CONTRACT_STATUS_nan_MEAN,0.0
CC_NAME_CONTRACT_STATUS_nan_MAX,0.0
CC_NAME_CONTRACT_STATUS_nan_MIN,0.0
CC_NAME_CONTRACT_STATUS_Signed_VAR,0.0
CC_NAME_CONTRACT_STATUS_Signed_SUM,0.0
CC_NAME_CONTRACT_STATUS_Signed_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Signed_MAX,0.0
CC_NAME_CONTRACT_STATUS_Signed_MIN,0.0
CC_NAME_CONTRACT_STATUS_Sent_proposal_VAR,0.0
CC_NAME_CONTRACT_STATUS_Sent_proposal_SUM,0.0
CC_NAME_CONTRACT_STATUS_Sent_proposal_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Sent_proposal_MAX,0.0
CC_NAME_CONTRACT_STATUS_Sent_proposal_MIN,0.0
CC_NAME_CONTRACT_STATUS_Demand_VAR,0.0
CC_NAME_CONTRACT_STATUS_Demand_SUM,0.0
CC_NAME_CONTRACT_STATUS_Demand_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Demand_MAX,0.0
CC_NAME_CONTRACT_STATUS_Demand_MIN,0.0
CC_NAME_CONTRACT_STATUS_Completed_VAR,0.0
CC_NAME_CONTRACT_STATUS_Completed_SUM,0.0
CC_NAME_CONTRACT_STATUS_Completed_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Completed_MAX,0.0
CC_NAME_CONTRACT_STATUS_Completed_MIN,0.0
CC_CNT_DRAWINGS_CURRENT_VAR,0.0
CC_CNT_DRAWINGS_CURRENT_SUM,0.0
CC_CNT_DRAWINGS_CURRENT_MEAN,0.0
CC_CNT_DRAWINGS_CURRENT_MAX,0.0
FLAG_DOCUMENT_17,0.0
FLAG_DOCUMENT_20,0.0
FLAG_DOCUMENT_21,0.0
NAME_TYPE_SUITE_Group_of_people,0.0
CC_AMT_DRAWINGS_POS_CURRENT_VAR,0.0
CC_AMT_DRAWINGS_POS_CURRENT_SUM,0.0
CC_AMT_DRAWINGS_POS_CURRENT_MEAN,0.0
CC_AMT_DRAWINGS_POS_CURRENT_MAX,0.0
NAME_TYPE_SUITE_Other_A,0.0
CC_AMT_DRAWINGS_OTHER_CURRENT_VAR,0.0
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,0.0
CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,0.0
CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,0.0
NAME_INCOME_TYPE_Businessman,0.0
CC_AMT_DRAWINGS_CURRENT_VAR,0.0
CC_AMT_DRAWINGS_CURRENT_SUM,0.0
CC_AMT_DRAWINGS_CURRENT_MEAN,0.0
NAME_INCOME_TYPE_Student,0.0
CC_AMT_DRAWINGS_ATM_CURRENT_VAR,0.0
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,0.0
CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,0.0
APPROVED_AMT_ANNUITY_MAX,0.0
NAME_INCOME_TYPE_Unemployed,0.0
CC_AMT_CREDIT_LIMIT_ACTUAL_VAR,0.0
CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,0.0
CC_AMT_INST_MIN_REGULARITY_VAR,0.0
FLAG_DOCUMENT_15,0.0
FLAG_DOCUMENT_12,0.0
CC_AMT_RECIVABLE_VAR,0.0
CC_CNT_DRAWINGS_CURRENT_MIN,0.0
